## time           Signal       Signal_ifft        freq.         spc_fft        spc_noise_cancel
 (   1.620+   0.000j)	 (   0.398+   0.000j)	 (   0.300+  -0.405j)	 (  63.529+   0.000j)	 (   1.245+   0.000j)	 (   0.000+   0.000j)
 (   1.630+   0.000j)	 (   0.999+   0.000j)	 (   0.408+  -0.295j)	 (  63.922+   0.000j)	 (   1.152+   0.000j)	 (   0.000+   0.000j)
 (   1.640+   0.000j)	 (   0.833+   0.000j)	 (   0.479+  -0.158j)	 (  64.314+   0.000j)	 (   1.077+   0.000j)	 (   0.000+   0.000j)
 (   1.650+   0.000j)	 (   1.000+   0.000j)	 (   0.505+  -0.005j)	 (  64.706+   0.000j)	 (   1.016+   0.000j)	 (   0.000+   0.000j)
 (   1.660+   0.000j)	 (   1.070+   0.000j)	 (   0.483+   0.151j)	 (  65.098+   0.000j)	 (   0.966+   0.000j)	 (   0.000+   0.000j)
 (   1.670+   0.000j)	 (   0.619+   0.000j)	 (   0.411+   0.293j)	 (  65.490+   0.000j)	 (   0.926+   0.000j)	 (   0.000+   0.000j)
 (   1.680+   0.000j)	 (   0.778+   0.000j)	 (   0.298+   0.403j)	 (  65.882+   0.000j)	 (   0.891+   0.000j)	 (   0.000+   0.000j)
 (   1.690+   0.000j)	 (   0.191+   0.000j)	 (   0.158+   0.472j)	 (  66.275+   0.000j)	 (   0.861+   0.000j)	 (   0.000+   0.000j)
 (   1.700+   0.000j)	 (  -0.000+   0.000j)	 (   0.005+   0.495j)	 (  66.667+   0.000j)	 (   0.835+   0.000j)	 (   0.000+   0.000j)
 (   1.710+   0.000j)	 (  -0.191+   0.000j)	 (  -0.147+   0.472j)	 (  67.059+   0.000j)	 (   0.814+   0.000j)	 (   0.000+   0.000j)
 (   1.720+   0.000j)	 (  -0.778+   0.000j)	 (  -0.288+   0.403j)	 (  67.451+   0.000j)	 (   0.795+   0.000j)	 (   0.000+   0.000j)
 (   1.730+   0.000j)	 (  -0.619+   0.000j)	 (  -0.401+   0.292j)	 (  67.843+   0.000j)	 (   0.779+   0.000j)	 (   0.000+   0.000j)
 (   1.740+   0.000j)	 (  -1.070+   0.000j)	 (  -0.472+   0.150j)	 (  68.235+   0.000j)	 (   0.765+   0.000j)	 (   0.000+   0.000j)
 (   1.750+   0.000j)	 (  -1.000+   0.000j)	 (  -0.495+  -0.006j)	 (  68.627+   0.000j)	 (   0.753+   0.000j)	 (   0.000+   0.000j)
 (   1.760+   0.000j)	 (  -0.833+   0.000j)	 (  -0.468+  -0.159j)	 (  69.020+   0.000j)	 (   0.743+   0.000j)	 (   0.000+   0.000j)
 (   1.770+   0.000j)	 (  -0.999+   0.000j)	 (  -0.398+  -0.296j)	 (  69.412+   0.000j)	 (   0.734+   0.000j)	 (   0.000+   0.000j)
 (   1.780+   0.000j)	 (  -0.398+   0.000j)	 (  -0.290+  -0.407j)	 (  69.804+   0.000j)	 (   0.726+   0.000j)	 (   0.000+   0.000j)
 (   1.790+   0.000j)	 (  -0.427+   0.000j)	 (  -0.151+  -0.481j)	 (  70.196+   0.000j)	 (   0.719+   0.000j)	 (   0.000+   0.000j)
 (   1.800+   0.000j)	 (  -0.000+   0.000j)	 (   0.006+  -0.506j)	 (  70.588+   0.000j)	 (   0.716+   0.000j)	 (   0.000+   0.000j)
 (   1.810+   0.000j)	 (   0.427+   0.000j)	 (   0.162+  -0.480j)	 (  70.980+   0.000j)	 (   0.712+   0.000j)	 (   0.000+   0.000j)
 (   1.820+   0.000j)	 (   0.398+   0.000j)	 (   0.300+  -0.407j)	 (  71.373+   0.000j)	 (   0.709+   0.000j)	 (   0.000+   0.000j)
 (   1.830+   0.000j)	 (   0.999+   0.000j)	 (   0.408+  -0.297j)	 (  71.765+   0.000j)	 (   0.706+   0.000j)	 (   0.000+   0.000j)
 (   1.840+   0.000j)	 (   0.833+   0.000j)	 (   0.479+  -0.160j)	 (  72.157+   0.000j)	 (   0.705+   0.000j)	 (   0.000+   0.000j)
 (   1.850+   0.000j)	 (   1.000+   0.000j)	 (   0.506+  -0.007j)	 (  72.549+   0.000j)	 (   0.704+   0.000j)	 (   0.000+   0.000j)
 (   1.860+   0.000j)	 (   1.070+   0.000j)	 (   0.483+   0.149j)	 (  72.941+   0.000j)	 (   0.704+   0.000j)	 (   0.000+   0.000j)
 (   1.870+   0.000j)	 (   0.619+   0.000j)	 (   0.411+   0.291j)	 (  73.333+   0.000j)	 (   0.705+   0.000j)	 (   0.000+   0.000j)
 (   1.880+   0.000j)	 (   0.778+   0.000j)	 (   0.297+   0.401j)	 (  73.725+   0.000j)	 (   0.707+   0.000j)	 (   0.000+   0.000j)
 (   1.890+   0.000j)	 (   0.191+   0.000j)	 (   0.158+   0.469j)	 (  74.118+   0.000j)	 (   0.709+   0.000j)	 (   0.000+   0.000j)
 (   1.900+   0.000j)	 (   0.000+   0.000j)	 (   0.006+   0.492j)	 (  74.510+   0.000j)	 (   0.711+   0.000j)	 (   0.000+   0.000j)
 (   1.910+   0.000j)	 (  -0.191+   0.000j)	 (  -0.147+   0.470j)	 (  74.902+   0.000j)	 (   0.715+   0.000j)	 (   0.000+   0.000j)
 (   1.920+   0.000j)	 (  -0.778+   0.000j)	 (  -0.288+   0.401j)	 (  75.294+   0.000j)	 (   0.719+   0.000j)	 (   0.000+   0.000j)
 (   1.930+   0.000j)	 (  -0.619+   0.000j)	 (  -0.401+   0.290j)	 (  75.686+   0.000j)	 (   0.723+   0.000j)	 (   0.000+   0.000j)
 (   1.940+   0.000j)	 (  -1.070+   0.000j)	 (  -0.473+   0.147j)	 (  76.078+   0.000j)	 (   0.728+   0.000j)	 (   0.000+   0.000j)
 (   1.950+   0.000j)	 (  -1.000+   0.000j)	 (  -0.494+  -0.009j)	 (  76.471+   0.000j)	 (   0.734+   0.000j)	 (   0.000+   0.000j)
 (   1.960+   0.000j)	 (  -0.833+   0.000j)	 (  -0.468+  -0.161j)	 (  76.863+   0.000j)	 (   0.740+   0.000j)	 (   0.000+   0.000j)
 (   1.970+   0.000j)	 (  -0.999+   0.000j)	 (  -0.398+  -0.298j)	 (  77.255+   0.000j)	 (   0.747+   0.000j)	 (   0.000+   0.000j)
 (   1.980+   0.000j)	 (  -0.398+   0.000j)	 (  -0.291+  -0.409j)	 (  77.647+   0.000j)	 (   0.755+   0.000j)	 (   0.000+   0.000j)
 (   1.990+   0.000j)	 (  -0.427+   0.000j)	 (  -0.152+  -0.484j)	 (  78.039+   0.000j)	 (   0.763+   0.000j)	 (   0.000+   0.000j)
 (   2.000+   0.000j)	 (  -0.000+   0.000j)	 (   0.006+  -0.510j)	 (  78.431+   0.000j)	 (   0.772+   0.000j)	 (   0.000+   0.000j)
 (   2.010+   0.000j)	 (   0.427+   0.000j)	 (   0.163+  -0.483j)	 (  78.824+   0.000j)	 (   0.781+   0.000j)	 (   0.000+   0.000j)
 (   2.020+   0.000j)	 (   0.398+   0.000j)	 (   0.300+  -0.409j)	 (  79.216+   0.000j)	 (   0.790+   0.000j)	 (   0.000+   0.000j)
 (   2.030+   0.000j)	 (   0.999+   0.000j)	 (   0.407+  -0.300j)	 (  79.608+   0.000j)	 (   0.799+   0.000j)	 (   0.000+   0.000j)
 (   2.040+   0.000j)	 (   0.833+   0.000j)	 (   0.478+  -0.164j)	 (  80.000+   0.000j)	 (   0.801+   0.000j)	 (   0.000+   0.000j)
 (   2.050+   0.000j)	 (   1.000+   0.000j)	 (   0.506+  -0.011j)	 (  80.392+   0.000j)	 (   0.906+   0.000j)	 (   0.000+   0.000j)
 (   2.060+   0.000j)	 (   1.070+   0.000j)	 (   0.484+   0.147j)	 (  80.784+   0.000j)	 (   0.859+   0.000j)	 (   0.000+   0.000j)
 (   2.070+   0.000j)	 (   0.619+   0.000j)	 (   0.411+   0.289j)	 (  81.176+   0.000j)	 (   0.869+   0.000j)	 (   0.000+   0.000j)
 (   2.080+   0.000j)	 (   0.778+   0.000j)	 (   0.297+   0.398j)	 (  81.569+   0.000j)	 (   0.883+   0.000j)	 (   0.000+   0.000j)
 (   2.090+   0.000j)	 (   0.191+   0.000j)	 (   0.157+   0.465j)	 (  81.961+   0.000j)	 (   0.899+   0.000j)	 (   0.000+   0.000j)
 (   2.100+   0.000j)	 (   0.000+   0.000j)	 (   0.006+   0.488j)	 (  82.353+   0.000j)	 (   0.917+   0.000j)	 (   0.000+   0.000j)
 (   2.110+   0.000j)	 (  -0.191+   0.000j)	 (  -0.146+   0.467j)	 (  82.745+   0.000j)	 (   0.937+   0.000j)	 (   0.000+   0.000j)
 (   2.120+   0.000j)	 (  -0.778+   0.000j)	 (  -0.288+   0.398j)	 (  83.137+   0.000j)	 (   0.958+   0.000j)	 (   0.000+   0.000j)
 (   2.130+   0.000j)	 (  -0.619+   0.000j)	 (  -0.402+   0.286j)	 (  83.529+   0.000j)	 (   0.981+   0.000j)	 (   0.000+   0.000j)
 (   2.140+   0.000j)	 (  -1.070+   0.000j)	 (  -0.473+   0.142j)	 (  83.922+   0.000j)	 (   1.006+   0.000j)	 (   0.000+   0.000j)
 (   2.150+   0.000j)	 (  -1.000+   0.000j)	 (  -0.493+  -0.014j)	 (  84.314+   0.000j)	 (   1.032+   0.000j)	 (   0.000+   0.000j)
 (   2.160+   0.000j)	 (  -0.833+   0.000j)	 (  -0.467+  -0.165j)	 (  84.706+   0.000j)	 (   1.061+   0.000j)	 (   0.000+   0.000j)
 (   2.170+   0.000j)	 (  -0.999+   0.000j)	 (  -0.399+  -0.301j)	 (  85.098+   0.000j)	 (   1.093+   0.000j)	 (   0.000+   0.000j)
 (   2.180+   0.000j)	 (  -0.398+   0.000j)	 (  -0.292+  -0.414j)	 (  85.490+   0.000j)	 (   1.125+   0.000j)	 (   0.000+   0.000j)
 (   2.190+   0.000j)	 (  -0.427+   0.000j)	 (  -0.152+  -0.490j)	 (  85.882+   0.000j)	 (   1.162+   0.000j)	 (   0.000+   0.000j)
 (   2.200+   0.000j)	 (   0.000+   0.000j)	 (   0.007+  -0.516j)	 (  86.275+   0.000j)	 (   1.203+   0.000j)	 (   0.000+   0.000j)
 (   2.210+   0.000j)	 (   0.427+   0.000j)	 (   0.164+  -0.487j)	 (  86.667+   0.000j)	 (   1.247+   0.000j)	 (   0.000+   0.000j)
 (   2.220+   0.000j)	 (   0.398+   0.000j)	 (   0.300+  -0.413j)	 (  87.059+   0.000j)	 (   1.295+   0.000j)	 (   0.000+   0.000j)
 (   2.230+   0.000j)	 (   0.999+   0.000j)	 (   0.406+  -0.305j)	 (  87.451+   0.000j)	 (   1.348+   0.000j)	 (   0.000+   0.000j)
 (   2.240+   0.000j)	 (   0.833+   0.000j)	 (   0.478+  -0.172j)	 (  87.843+   0.000j)	 (   1.407+   0.000j)	 (   0.000+   0.000j)
 (   2.250+   0.000j)	 (   1.000+   0.000j)	 (   0.508+  -0.019j)	 (  88.235+   0.000j)	 (   1.473+   0.000j)	 (   0.000+   0.000j)
 (   2.260+   0.000j)	 (   1.070+   0.000j)	 (   0.486+   0.140j)	 (  88.627+   0.000j)	 (   1.546+   0.000j)	 (   0.000+   0.000j)
 (   2.270+   0.000j)	 (   0.619+   0.000j)	 (   0.410+   0.283j)	 (  89.020+   0.000j)	 (   1.628+   0.000j)	 (   0.000+   0.000j)
 (   2.280+   0.000j)	 (   0.778+   0.000j)	 (   0.295+   0.391j)	 (  89.412+   0.000j)	 (   1.722+   0.000j)	 (   0.000+   0.000j)
 (   2.290+   0.000j)	 (   0.191+   0.000j)	 (   0.156+   0.455j)	 (  89.804+   0.000j)	 (   1.828+   0.000j)	 (   0.000+   0.000j)
 (   2.300+   0.000j)	 (   0.000+   0.000j)	 (   0.008+   0.478j)	 (  90.196+   0.000j)	 (   1.948+   0.000j)	 (   0.000+   0.000j)
 (   2.310+   0.000j)	 (  -0.191+   0.000j)	 (  -0.144+   0.459j)	 (  90.588+   0.000j)	 (   2.101+   0.000j)	 (   0.000+   0.000j)
 (   2.320+   0.000j)	 (  -0.778+   0.000j)	 (  -0.288+   0.391j)	 (  90.980+   0.000j)	 (   2.269+   0.000j)	 (   0.000+   0.000j)
 (   2.330+   0.000j)	 (  -0.619+   0.000j)	 (  -0.405+   0.276j)	 (  91.373+   0.000j)	 (   2.472+   0.000j)	 (   0.000+   0.000j)
 (   2.340+   0.000j)	 (  -1.070+   0.000j)	 (  -0.475+   0.128j)	 (  91.765+   0.000j)	 (   2.721+   0.000j)	 (   0.000+   0.000j)
 (   2.350+   0.000j)	 (  -1.000+   0.000j)	 (  -0.491+  -0.028j)	 (  92.157+   0.000j)	 (   3.032+   0.000j)	 (   0.000+   0.000j)
 (   2.360+   0.000j)	 (  -0.833+   0.000j)	 (  -0.464+  -0.176j)	 (  92.549+   0.000j)	 (   3.430+   0.000j)	 (   0.000+   0.000j)
 (   2.370+   0.000j)	 (  -0.999+   0.000j)	 (  -0.399+  -0.311j)	 (  92.941+   0.000j)	 (   3.958+   0.000j)	 (   0.000+   0.000j)
 (   2.380+   0.000j)	 (  -0.398+   0.000j)	 (  -0.296+  -0.428j)	 (  93.333+   0.000j)	 (   4.691+   0.000j)	 (   0.000+   0.000j)
 (   2.390+   0.000j)	 (  -0.427+   0.000j)	 (  -0.154+  -0.510j)	 (  93.725+   0.000j)	 (   5.777+   0.000j)	 (   0.000+   0.000j)
 (   2.400+   0.000j)	 (  -0.000+   0.000j)	 (   0.010+  -0.537j)	 (  94.118+   0.000j)	 (   7.546+   0.000j)	 (   0.000+   0.000j)
 (   2.410+   0.000j)	 (   0.427+   0.000j)	 (   0.169+  -0.505j)	 (  94.510+   0.000j)	 (  10.935+   0.000j)	 (   0.000+   0.000j)
 (   2.420+   0.000j)	 (   0.398+   0.000j)	 (   0.299+  -0.429j)	 (  94.902+   0.000j)	 (  19.992+   0.000j)	 (   0.000+   0.000j)
 (   2.430+   0.000j)	 (   0.999+   0.000j)	 (   0.399+  -0.329j)	 (  95.294+   0.000j)	 ( 119.780+   0.000j)	 (   0.000+   0.000j)
 (   2.440+   0.000j)	 (   0.833+   0.000j)	 (   0.475+  -0.205j)	 (  95.686+   0.000j)	 (  29.951+   0.000j)	 (   0.000+   0.000j)
 (   2.450+   0.000j)	 (   1.000+   0.000j)	 (   0.514+  -0.054j)	 (  96.078+   0.000j)	 (  13.341+   0.000j)	 (   0.000+   0.000j)
 (   2.460+   0.000j)	 (   1.070+   0.000j)	 (   0.494+   0.111j)	 (  96.471+   0.000j)	 (   8.617+   0.000j)	 (   0.000+   0.000j)
 (   2.470+   0.000j)	 (   0.619+   0.000j)	 (   0.408+   0.255j)	 (  96.863+   0.000j)	 (   6.399+   0.000j)	 (   0.000+   0.000j)
 (   2.480+   0.000j)	 (   0.778+   0.000j)	 (   0.282+   0.346j)	 (  97.255+   0.000j)	 (   5.123+   0.000j)	 (   0.000+   0.000j)
 (   2.490+   0.000j)	 (   0.191+   0.000j)	 (   0.150+   0.387j)	 (  97.647+   0.000j)	 (   4.307+   0.000j)	 (   0.000+   0.000j)
 (   2.500+   0.000j)	 (   0.000+   0.000j)	 (   0.022+   0.402j)	 (  98.039+   0.000j)	 (   3.751+   0.000j)	 (   0.000+   0.000j)
 (   2.510+   0.000j)	 (  -0.191+   0.000j)	 (  -0.124+   0.393j)	 (  98.431+   0.000j)	 (   3.360+   0.000j)	 (   0.000+   0.000j)
 (   2.520+   0.000j)	 (  -0.778+   0.000j)	 (  -0.298+   0.321j)	 (  98.824+   0.000j)	 (   3.081+   0.000j)	 (   0.000+   0.000j)
 (   2.530+   0.000j)	 (  -0.619+   0.000j)	 (  -0.448+   0.143j)	 (  99.216+   0.000j)	 (   2.885+   0.000j)	 (   0.000+   0.000j)
 (   2.540+   0.000j)	 (  -1.070+   0.000j)	 (  -0.487+  -0.124j)	 (  99.608+   0.000j)	 (   2.756+   0.000j)	 (   0.000+   0.000j)
 (   2.550+   0.000j)	 (  -1.000+   0.000j)	 (  -0.361+  -0.385j)	 ( 100.000+   0.000j)	 (   2.681+   0.000j)	 (   0.000+   0.000j)
