## time           Signal       Signal_ifft        freq.         spc_fft        spc_noise_cancel
 (   0.500+   0.000j)	 (  -0.000+   0.000j)	 (   0.003+   0.505j)	 (  19.608+   0.000j)	 (   0.859+   0.000j)	 (   0.859+   0.000j)
 (   0.510+   0.000j)	 (  -0.191+   0.000j)	 (  -0.148+   0.480j)	 (  20.000+   0.000j)	 (   0.906+   0.000j)	 (   0.906+   0.000j)
 (   0.520+   0.000j)	 (  -0.778+   0.000j)	 (  -0.286+   0.412j)	 (  20.392+   0.000j)	 (   0.801+   0.000j)	 (   0.000+   0.000j)
 (   0.530+   0.000j)	 (  -0.619+   0.000j)	 (  -0.399+   0.303j)	 (  20.784+   0.000j)	 (   0.799+   0.000j)	 (   0.000+   0.000j)
 (   0.540+   0.000j)	 (  -1.070+   0.000j)	 (  -0.473+   0.161j)	 (  21.176+   0.000j)	 (   0.790+   0.000j)	 (   0.000+   0.000j)
 (   0.550+   0.000j)	 (  -1.000+   0.000j)	 (  -0.497+   0.004j)	 (  21.569+   0.000j)	 (   0.781+   0.000j)	 (   0.000+   0.000j)
 (   0.560+   0.000j)	 (  -0.833+   0.000j)	 (  -0.469+  -0.151j)	 (  21.961+   0.000j)	 (   0.772+   0.000j)	 (   0.000+   0.000j)
 (   0.570+   0.000j)	 (  -0.999+   0.000j)	 (  -0.397+  -0.288j)	 (  22.353+   0.000j)	 (   0.763+   0.000j)	 (   0.000+   0.000j)
 (   0.580+   0.000j)	 (  -0.398+   0.000j)	 (  -0.289+  -0.397j)	 (  22.745+   0.000j)	 (   0.755+   0.000j)	 (   0.000+   0.000j)
 (   0.590+   0.000j)	 (  -0.427+   0.000j)	 (  -0.152+  -0.469j)	 (  23.137+   0.000j)	 (   0.747+   0.000j)	 (   0.000+   0.000j)
 (   0.600+   0.000j)	 (  -0.000+   0.000j)	 (   0.004+  -0.497j)	 (  23.529+   0.000j)	 (   0.740+   0.000j)	 (   0.000+   0.000j)
 (   0.610+   0.000j)	 (   0.427+   0.000j)	 (   0.161+  -0.473j)	 (  23.922+   0.000j)	 (   0.734+   0.000j)	 (   0.000+   0.000j)
 (   0.620+   0.000j)	 (   0.398+   0.000j)	 (   0.301+  -0.399j)	 (  24.314+   0.000j)	 (   0.728+   0.000j)	 (   0.000+   0.000j)
 (   0.630+   0.000j)	 (   0.999+   0.000j)	 (   0.410+  -0.287j)	 (  24.706+   0.000j)	 (   0.723+   0.000j)	 (   0.000+   0.000j)
 (   0.640+   0.000j)	 (   0.833+   0.000j)	 (   0.478+  -0.149j)	 (  25.098+   0.000j)	 (   0.719+   0.000j)	 (   0.000+   0.000j)
 (   0.650+   0.000j)	 (   1.000+   0.000j)	 (   0.504+   0.003j)	 (  25.490+   0.000j)	 (   0.715+   0.000j)	 (   0.000+   0.000j)
 (   0.660+   0.000j)	 (   1.070+   0.000j)	 (   0.482+   0.157j)	 (  25.882+   0.000j)	 (   0.711+   0.000j)	 (   0.000+   0.000j)
 (   0.670+   0.000j)	 (   0.619+   0.000j)	 (   0.412+   0.299j)	 (  26.275+   0.000j)	 (   0.709+   0.000j)	 (   0.000+   0.000j)
 (   0.680+   0.000j)	 (   0.778+   0.000j)	 (   0.299+   0.411j)	 (  26.667+   0.000j)	 (   0.707+   0.000j)	 (   0.000+   0.000j)
 (   0.690+   0.000j)	 (   0.191+   0.000j)	 (   0.157+   0.480j)	 (  27.059+   0.000j)	 (   0.705+   0.000j)	 (   0.000+   0.000j)
 (   0.700+   0.000j)	 (   0.000+   0.000j)	 (   0.004+   0.502j)	 (  27.451+   0.000j)	 (   0.704+   0.000j)	 (   0.000+   0.000j)
 (   0.710+   0.000j)	 (  -0.191+   0.000j)	 (  -0.148+   0.478j)	 (  27.843+   0.000j)	 (   0.704+   0.000j)	 (   0.000+   0.000j)
 (   0.720+   0.000j)	 (  -0.778+   0.000j)	 (  -0.287+   0.409j)	 (  28.235+   0.000j)	 (   0.705+   0.000j)	 (   0.000+   0.000j)
 (   0.730+   0.000j)	 (  -0.619+   0.000j)	 (  -0.400+   0.300j)	 (  28.627+   0.000j)	 (   0.706+   0.000j)	 (   0.000+   0.000j)
 (   0.740+   0.000j)	 (  -1.070+   0.000j)	 (  -0.473+   0.159j)	 (  29.020+   0.000j)	 (   0.709+   0.000j)	 (   0.000+   0.000j)
 (   0.750+   0.000j)	 (  -1.000+   0.000j)	 (  -0.496+   0.002j)	 (  29.412+   0.000j)	 (   0.712+   0.000j)	 (   0.000+   0.000j)
 (   0.760+   0.000j)	 (  -0.833+   0.000j)	 (  -0.469+  -0.153j)	 (  29.804+   0.000j)	 (   0.716+   0.000j)	 (   0.000+   0.000j)
 (   0.770+   0.000j)	 (  -0.999+   0.000j)	 (  -0.397+  -0.290j)	 (  30.196+   0.000j)	 (   0.719+   0.000j)	 (   0.000+   0.000j)
 (   0.780+   0.000j)	 (  -0.398+   0.000j)	 (  -0.289+  -0.399j)	 (  30.588+   0.000j)	 (   0.726+   0.000j)	 (   0.000+   0.000j)
 (   0.790+   0.000j)	 (  -0.427+   0.000j)	 (  -0.151+  -0.472j)	 (  30.980+   0.000j)	 (   0.734+   0.000j)	 (   0.000+   0.000j)
 (   0.800+   0.000j)	 (  -0.000+   0.000j)	 (   0.004+  -0.499j)	 (  31.373+   0.000j)	 (   0.743+   0.000j)	 (   0.000+   0.000j)
 (   0.810+   0.000j)	 (   0.427+   0.000j)	 (   0.161+  -0.474j)	 (  31.765+   0.000j)	 (   0.753+   0.000j)	 (   0.000+   0.000j)
 (   0.820+   0.000j)	 (   0.398+   0.000j)	 (   0.301+  -0.401j)	 (  32.157+   0.000j)	 (   0.765+   0.000j)	 (   0.000+   0.000j)
 (   0.830+   0.000j)	 (   0.999+   0.000j)	 (   0.409+  -0.289j)	 (  32.549+   0.000j)	 (   0.779+   0.000j)	 (   0.000+   0.000j)
 (   0.840+   0.000j)	 (   0.833+   0.000j)	 (   0.479+  -0.152j)	 (  32.941+   0.000j)	 (   0.795+   0.000j)	 (   0.000+   0.000j)
 (   0.850+   0.000j)	 (   1.000+   0.000j)	 (   0.504+   0.001j)	 (  33.333+   0.000j)	 (   0.814+   0.000j)	 (   0.000+   0.000j)
 (   0.860+   0.000j)	 (   1.070+   0.000j)	 (   0.482+   0.156j)	 (  33.725+   0.000j)	 (   0.835+   0.000j)	 (   0.000+   0.000j)
 (   0.870+   0.000j)	 (   0.619+   0.000j)	 (   0.412+   0.298j)	 (  34.118+   0.000j)	 (   0.861+   0.000j)	 (   0.000+   0.000j)
 (   0.880+   0.000j)	 (   0.778+   0.000j)	 (   0.299+   0.409j)	 (  34.510+   0.000j)	 (   0.891+   0.000j)	 (   0.000+   0.000j)
 (   0.890+   0.000j)	 (   0.191+   0.000j)	 (   0.158+   0.478j)	 (  34.902+   0.000j)	 (   0.926+   0.000j)	 (   0.000+   0.000j)
 (   0.900+   0.000j)	 (  -0.000+   0.000j)	 (   0.004+   0.501j)	 (  35.294+   0.000j)	 (   0.966+   0.000j)	 (   0.000+   0.000j)
 (   0.910+   0.000j)	 (  -0.191+   0.000j)	 (  -0.148+   0.477j)	 (  35.686+   0.000j)	 (   1.016+   0.000j)	 (   0.000+   0.000j)
 (   0.920+   0.000j)	 (  -0.778+   0.000j)	 (  -0.287+   0.408j)	 (  36.078+   0.000j)	 (   1.077+   0.000j)	 (   0.000+   0.000j)
 (   0.930+   0.000j)	 (  -0.619+   0.000j)	 (  -0.400+   0.298j)	 (  36.471+   0.000j)	 (   1.152+   0.000j)	 (   0.000+   0.000j)
 (   0.940+   0.000j)	 (  -1.070+   0.000j)	 (  -0.472+   0.157j)	 (  36.863+   0.000j)	 (   1.245+   0.000j)	 (   0.000+   0.000j)
 (   0.950+   0.000j)	 (  -1.000+   0.000j)	 (  -0.496+   0.000j)	 (  37.255+   0.000j)	 (   1.365+   0.000j)	 (   0.000+   0.000j)
 (   0.960+   0.000j)	 (  -0.833+   0.000j)	 (  -0.469+  -0.154j)	 (  37.647+   0.000j)	 (   1.524+   0.000j)	 (   0.000+   0.000j)
 (   0.970+   0.000j)	 (  -0.999+   0.000j)	 (  -0.398+  -0.291j)	 (  38.039+   0.000j)	 (   1.743+   0.000j)	 (   0.000+   0.000j)
 (   0.980+   0.000j)	 (  -0.398+   0.000j)	 (  -0.289+  -0.401j)	 (  38.431+   0.000j)	 (   2.065+   0.000j)	 (   0.000+   0.000j)
 (   0.990+   0.000j)	 (  -0.427+   0.000j)	 (  -0.151+  -0.474j)	 (  38.824+   0.000j)	 (   2.579+   0.000j)	 (   0.000+   0.000j)
 (   1.000+   0.000j)	 (  -0.000+   0.000j)	 (   0.005+  -0.500j)	 (  39.216+   0.000j)	 (   3.524+   0.000j)	 (   0.000+   0.000j)
 (   1.010+   0.000j)	 (   0.427+   0.000j)	 (   0.161+  -0.475j)	 (  39.608+   0.000j)	 (   5.828+   0.000j)	 (   0.000+   0.000j)
 (   1.020+   0.000j)	 (   0.398+   0.000j)	 (   0.301+  -0.402j)	 (  40.000+   0.000j)	 (  19.674+   0.000j)	 (   0.000+   0.000j)
 (   1.030+   0.000j)	 (   0.999+   0.000j)	 (   0.409+  -0.291j)	 (  40.392+   0.000j)	 (  12.649+   0.000j)	 (   0.000+   0.000j)
 (   1.040+   0.000j)	 (   0.833+   0.000j)	 (   0.479+  -0.153j)	 (  40.784+   0.000j)	 (   4.574+   0.000j)	 (   0.000+   0.000j)
 (   1.050+   0.000j)	 (   1.000+   0.000j)	 (   0.505+  -0.001j)	 (  41.176+   0.000j)	 (   2.715+   0.000j)	 (   0.000+   0.000j)
 (   1.060+   0.000j)	 (   1.070+   0.000j)	 (   0.482+   0.155j)	 (  41.569+   0.000j)	 (   1.891+   0.000j)	 (   0.000+   0.000j)
 (   1.070+   0.000j)	 (   0.619+   0.000j)	 (   0.411+   0.296j)	 (  41.961+   0.000j)	 (   1.428+   0.000j)	 (   0.000+   0.000j)
 (   1.080+   0.000j)	 (   0.778+   0.000j)	 (   0.299+   0.407j)	 (  42.353+   0.000j)	 (   1.132+   0.000j)	 (   0.000+   0.000j)
 (   1.090+   0.000j)	 (   0.191+   0.000j)	 (   0.158+   0.477j)	 (  42.745+   0.000j)	 (   0.927+   0.000j)	 (   0.000+   0.000j)
 (   1.100+   0.000j)	 (   0.000+   0.000j)	 (   0.005+   0.499j)	 (  43.137+   0.000j)	 (   0.778+   0.000j)	 (   0.000+   0.000j)
 (   1.110+   0.000j)	 (  -0.191+   0.000j)	 (  -0.148+   0.475j)	 (  43.529+   0.000j)	 (   0.665+   0.000j)	 (   0.000+   0.000j)
 (   1.120+   0.000j)	 (  -0.778+   0.000j)	 (  -0.287+   0.407j)	 (  43.922+   0.000j)	 (   0.577+   0.000j)	 (   0.000+   0.000j)
 (   1.130+   0.000j)	 (  -0.619+   0.000j)	 (  -0.400+   0.296j)	 (  44.314+   0.000j)	 (   0.507+   0.000j)	 (   0.000+   0.000j)
 (   1.140+   0.000j)	 (  -1.070+   0.000j)	 (  -0.472+   0.155j)	 (  44.706+   0.000j)	 (   0.451+   0.000j)	 (   0.000+   0.000j)
 (   1.150+   0.000j)	 (  -1.000+   0.000j)	 (  -0.495+  -0.001j)	 (  45.098+   0.000j)	 (   0.420+   0.000j)	 (   0.000+   0.000j)
 (   1.160+   0.000j)	 (  -0.833+   0.000j)	 (  -0.469+  -0.155j)	 (  45.490+   0.000j)	 (   0.357+   0.000j)	 (   0.000+   0.000j)
 (   1.170+   0.000j)	 (  -0.999+   0.000j)	 (  -0.398+  -0.292j)	 (  45.882+   0.000j)	 (   0.327+   0.000j)	 (   0.000+   0.000j)
 (   1.180+   0.000j)	 (  -0.398+   0.000j)	 (  -0.289+  -0.402j)	 (  46.275+   0.000j)	 (   0.300+   0.000j)	 (   0.000+   0.000j)
 (   1.190+   0.000j)	 (  -0.427+   0.000j)	 (  -0.151+  -0.475j)	 (  46.667+   0.000j)	 (   0.277+   0.000j)	 (   0.000+   0.000j)
 (   1.200+   0.000j)	 (  -0.000+   0.000j)	 (   0.005+  -0.502j)	 (  47.059+   0.000j)	 (   0.258+   0.000j)	 (   0.000+   0.000j)
 (   1.210+   0.000j)	 (   0.427+   0.000j)	 (   0.161+  -0.476j)	 (  47.451+   0.000j)	 (   0.242+   0.000j)	 (   0.000+   0.000j)
 (   1.220+   0.000j)	 (   0.398+   0.000j)	 (   0.300+  -0.403j)	 (  47.843+   0.000j)	 (   0.229+   0.000j)	 (   0.000+   0.000j)
 (   1.230+   0.000j)	 (   0.999+   0.000j)	 (   0.409+  -0.292j)	 (  48.235+   0.000j)	 (   0.218+   0.000j)	 (   0.000+   0.000j)
 (   1.240+   0.000j)	 (   0.833+   0.000j)	 (   0.479+  -0.155j)	 (  48.627+   0.000j)	 (   0.210+   0.000j)	 (   0.000+   0.000j)
 (   1.250+   0.000j)	 (   1.000+   0.000j)	 (   0.505+  -0.002j)	 (  49.020+   0.000j)	 (   0.203+   0.000j)	 (   0.000+   0.000j)
 (   1.260+   0.000j)	 (   1.070+   0.000j)	 (   0.483+   0.154j)	 (  49.412+   0.000j)	 (   0.199+   0.000j)	 (   0.000+   0.000j)
 (   1.270+   0.000j)	 (   0.619+   0.000j)	 (   0.411+   0.295j)	 (  49.804+   0.000j)	 (   0.196+   0.000j)	 (   0.000+   0.000j)
 (   1.280+   0.000j)	 (   0.778+   0.000j)	 (   0.298+   0.406j)	 (  50.196+   0.000j)	 (   0.195+   0.000j)	 (   0.000+   0.000j)
 (   1.290+   0.000j)	 (   0.191+   0.000j)	 (   0.158+   0.475j)	 (  50.588+   0.000j)	 (   0.196+   0.000j)	 (   0.000+   0.000j)
 (   1.300+   0.000j)	 (   0.000+   0.000j)	 (   0.005+   0.498j)	 (  50.980+   0.000j)	 (   0.199+   0.000j)	 (   0.000+   0.000j)
 (   1.310+   0.000j)	 (  -0.191+   0.000j)	 (  -0.148+   0.474j)	 (  51.373+   0.000j)	 (   0.203+   0.000j)	 (   0.000+   0.000j)
 (   1.320+   0.000j)	 (  -0.778+   0.000j)	 (  -0.288+   0.405j)	 (  51.765+   0.000j)	 (   0.210+   0.000j)	 (   0.000+   0.000j)
 (   1.330+   0.000j)	 (  -0.619+   0.000j)	 (  -0.400+   0.295j)	 (  52.157+   0.000j)	 (   0.218+   0.000j)	 (   0.000+   0.000j)
 (   1.340+   0.000j)	 (  -1.070+   0.000j)	 (  -0.472+   0.154j)	 (  52.549+   0.000j)	 (   0.229+   0.000j)	 (   0.000+   0.000j)
 (   1.350+   0.000j)	 (  -1.000+   0.000j)	 (  -0.495+  -0.003j)	 (  52.941+   0.000j)	 (   0.242+   0.000j)	 (   0.000+   0.000j)
 (   1.360+   0.000j)	 (  -0.833+   0.000j)	 (  -0.469+  -0.156j)	 (  53.333+   0.000j)	 (   0.258+   0.000j)	 (   0.000+   0.000j)
 (   1.370+   0.000j)	 (  -0.999+   0.000j)	 (  -0.398+  -0.293j)	 (  53.725+   0.000j)	 (   0.277+   0.000j)	 (   0.000+   0.000j)
 (   1.380+   0.000j)	 (  -0.398+   0.000j)	 (  -0.290+  -0.404j)	 (  54.118+   0.000j)	 (   0.300+   0.000j)	 (   0.000+   0.000j)
 (   1.390+   0.000j)	 (  -0.427+   0.000j)	 (  -0.151+  -0.477j)	 (  54.510+   0.000j)	 (   0.327+   0.000j)	 (   0.000+   0.000j)
 (   1.400+   0.000j)	 (   0.000+   0.000j)	 (   0.005+  -0.503j)	 (  54.902+   0.000j)	 (   0.357+   0.000j)	 (   0.000+   0.000j)
 (   1.410+   0.000j)	 (   0.427+   0.000j)	 (   0.161+  -0.477j)	 (  55.294+   0.000j)	 (   0.420+   0.000j)	 (   0.000+   0.000j)
 (   1.420+   0.000j)	 (   0.398+   0.000j)	 (   0.300+  -0.404j)	 (  55.686+   0.000j)	 (   0.451+   0.000j)	 (   0.000+   0.000j)
 (   1.430+   0.000j)	 (   0.999+   0.000j)	 (   0.409+  -0.294j)	 (  56.078+   0.000j)	 (   0.507+   0.000j)	 (   0.000+   0.000j)
 (   1.440+   0.000j)	 (   0.833+   0.000j)	 (   0.479+  -0.156j)	 (  56.471+   0.000j)	 (   0.577+   0.000j)	 (   0.000+   0.000j)
 (   1.450+   0.000j)	 (   1.000+   0.000j)	 (   0.505+  -0.003j)	 (  56.863+   0.000j)	 (   0.665+   0.000j)	 (   0.000+   0.000j)
 (   1.460+   0.000j)	 (   1.070+   0.000j)	 (   0.483+   0.152j)	 (  57.255+   0.000j)	 (   0.778+   0.000j)	 (   0.000+   0.000j)
 (   1.470+   0.000j)	 (   0.619+   0.000j)	 (   0.411+   0.294j)	 (  57.647+   0.000j)	 (   0.927+   0.000j)	 (   0.000+   0.000j)
 (   1.480+   0.000j)	 (   0.778+   0.000j)	 (   0.298+   0.405j)	 (  58.039+   0.000j)	 (   1.132+   0.000j)	 (   0.000+   0.000j)
 (   1.490+   0.000j)	 (   0.191+   0.000j)	 (   0.158+   0.474j)	 (  58.431+   0.000j)	 (   1.428+   0.000j)	 (   0.000+   0.000j)
 (   1.500+   0.000j)	 (  -0.000+   0.000j)	 (   0.005+   0.497j)	 (  58.824+   0.000j)	 (   1.891+   0.000j)	 (   0.000+   0.000j)
 (   1.510+   0.000j)	 (  -0.191+   0.000j)	 (  -0.148+   0.473j)	 (  59.216+   0.000j)	 (   2.715+   0.000j)	 (   0.000+   0.000j)
 (   1.520+   0.000j)	 (  -0.778+   0.000j)	 (  -0.288+   0.404j)	 (  59.608+   0.000j)	 (   4.574+   0.000j)	 (   0.000+   0.000j)
 (   1.530+   0.000j)	 (  -0.619+   0.000j)	 (  -0.401+   0.294j)	 (  60.000+   0.000j)	 (  12.649+   0.000j)	 (   0.000+   0.000j)
 (   1.540+   0.000j)	 (  -1.070+   0.000j)	 (  -0.472+   0.152j)	 (  60.392+   0.000j)	 (  19.674+   0.000j)	 (   0.000+   0.000j)
 (   1.550+   0.000j)	 (  -1.000+   0.000j)	 (  -0.495+  -0.004j)	 (  60.784+   0.000j)	 (   5.828+   0.000j)	 (   0.000+   0.000j)
 (   1.560+   0.000j)	 (  -0.833+   0.000j)	 (  -0.469+  -0.157j)	 (  61.176+   0.000j)	 (   3.524+   0.000j)	 (   0.000+   0.000j)
 (   1.570+   0.000j)	 (  -0.999+   0.000j)	 (  -0.398+  -0.295j)	 (  61.569+   0.000j)	 (   2.579+   0.000j)	 (   0.000+   0.000j)
 (   1.580+   0.000j)	 (  -0.398+   0.000j)	 (  -0.290+  -0.405j)	 (  61.961+   0.000j)	 (   2.065+   0.000j)	 (   0.000+   0.000j)
 (   1.590+   0.000j)	 (  -0.427+   0.000j)	 (  -0.151+  -0.479j)	 (  62.353+   0.000j)	 (   1.743+   0.000j)	 (   0.000+   0.000j)
 (   1.600+   0.000j)	 (  -0.000+   0.000j)	 (   0.005+  -0.504j)	 (  62.745+   0.000j)	 (   1.524+   0.000j)	 (   0.000+   0.000j)
 (   1.610+   0.000j)	 (   0.427+   0.000j)	 (   0.162+  -0.479j)	 (  63.137+   0.000j)	 (   1.365+   0.000j)	 (   0.000+   0.000j)
